255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,218.00,242.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,207.00,105.00,199.00,241.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,0.00,140.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,101.00,104.00,211.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,135.00,3.00,235.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,113.00,0.00,241.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,232.00,95.00,167.00,244.00,254.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,66.00,90.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,62.00,110.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,244.00,224.00,66.00,84.00,52.00,3.00,101.00,158.00,245.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,250.00,209.00,193.00,200.00,0.00,30.00,90.00,106.00,149.00,36.00,89.00,251.00,222.00,245.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,247.00,210.00,241.00,157.00,8.00,246.00,255.00,255.00,255.00,146.00,12.00,225.00,218.00,245.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,100.00,102.00,255.00,255.00,255.00,255.00,255.00,109.00,74.00,247.00,245.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,174.00,56.00,229.00,255.00,255.00,255.00,255.00,244.00,210.00,28.00,148.00,233.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,106.00,8.00,255.00,255.00,255.00,255.00,255.00,252.00,255.00,41.00,151.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,131.00,132.00,251.00,255.00,255.00,255.00,255.00,253.00,228.00,138.00,43.00,227.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,244.00,31.00,128.00,255.00,255.00,255.00,255.00,255.00,239.00,209.00,255.00,127.00,18.00,231.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,248.00,108.00,58.00,252.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,234.00,66.00,236.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,254.00,244.00,84.00,198.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,77.00,226.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,238.00,41.00,121.00,158.00,159.00,173.00,177.00,183.00,178.00,35.00,0.00,191.00,243.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,250.00,133.00,91.00,77.00,57.00,64.00,51.00,59.00,71.00,70.00,166.00,200.00,242.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,232.00,222.00,247.00,255.00,255.00,255.00,236.00,254.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,249.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00
